rank,pos_rank,playerId,name,position,team,role,proj_points,draft_value
1491,QB112,5232131,KJ Cooper,QB,South Florida,0.78,151.9,-99.9
1492,WR695,5223117,Owen Chambers,WR,Air Force,0.53,43.4,-99.9
1493,TE209,5079429,Gavin Grover,TE,Cincinnati,0.75,36.1,-99.9
1494,TE210,5264686,Mark Bowman,TE,USC,0.57,36.0,-100.0
1495,TE211,4879925,Blane Cleaver,TE,Bowling Green,0.83,36.0,-100.0
1496,QB113,5296439,Deuce Bailey,QB,Coastal Carolina,0.85,151.8,-100.0
1497,TE212,5141467,Luka Gilbert,TE,Miami,0.7,35.9,-100.1
1498,RB478,5310992,Barry Kpeenu,RB,North Dakota State,0.68,43.2,-100.1
1499,WR696,5193720,Javon Brown,WR,UConn,0.73,43.2,-100.1
1500,TE213,4685289,Keyan Burnett,TE,UNLV,0.79,35.9,-100.1
1501,TE214,5146756,Jordan Washington,TE,North Carolina,0.71,35.8,-100.2
1502,RB479,5161735,Easton Miller,RB,Iowa State,0.68,43.1,-100.2
1503,RB480,5125171,Jaylen Foster,RB,Southern Miss,0.66,43.1,-100.2
1504,WR697,5163636,TJ Chukwurah,WR,North Texas,0.56,43.1,-100.2
1505,QB114,4685291,Jacurri Brown,QB,Rice,0.96,151.6,-100.2
1506,WR698,5193288,Nasir Williams,WR,Central Michigan,0.69,43.0,-100.3
1507,WR699,4714046,Tyrell Henry,WR,Wisconsin,0.71,43.0,-100.3
1508,TE215,4894451,Brennan Parachek,TE,Michigan State,0.67,35.6,-100.4
1509,TE216,4685492,Jack Pedersen,TE,Washington State,0.76,35.6,-100.4
1510,WR700,5147346,Jywon Boyd,WR,Troy,0.57,42.9,-100.4
1511,RB481,5126524,Jakorion Caffey,RB,Kent State,0.86,42.9,-100.4
1512,WR701,5119868,Jaylen Lloyd,WR,Florida,0.78,42.9,-100.4
1513,WR702,5109511,Cooper Rusk,WR,Toledo,0.75,42.9,-100.4
1514,RB482,5193388,Jaden Allen-Hendrix,RB,Coastal Carolina,0.71,42.9,-100.4
1515,WR703,5301045,Jaxon Fresques,WR,Sacramento State,0.71,42.9,-100.4
1516,WR704,5079645,Cam Williams,WR,Notre Dame,0.66,42.8,-100.5
1517,WR705,5181735,Antavious Murphy,WR,Georgia Southern,0.7,42.8,-100.5
1518,WR706,5193277,George Dimopoulos,WR,Northern Illinois,0.73,42.7,-100.6
1519,RB483,5296136,Braxton Jennings,RB,Louisville,0.67,42.7,-100.6
1520,WR707,5078003,Zion Agnew,WR,Old Dominion,0.57,42.7,-100.6
1521,WR708,5221103,Landon Strother,WR,Louisiana,0.76,42.6,-100.7
1522,RB484,5122883,Dylan Lee,RB,UCLA,0.77,42.6,-100.7
1523,WR709,5191048,Bryce Dorsey,WR,Memphis,0.76,42.5,-100.8
1524,TE217,4826637,Henry Boyer,TE,Kentucky,0.75,35.2,-100.8
1525,TE218,5236210,Jackson Verdugo,TE,Florida International,0.74,35.2,-100.8
1526,WR710,5224178,Caleb Cunningham,WR,Ole Miss,0.6,42.4,-100.9
1527,WR711,5220041,Terrell Richards,WR,Buffalo,0.54,42.3,-101.0
1528,WR712,5142753,Jesse Watson,WR,Purdue,0.72,42.2,-101.1
1529,TE219,4833356,Zach Courtney,TE,Coastal Carolina,0.7,34.9,-101.1
1530,WR713,5218767,Jacob Jordan,WR,Oklahoma,0.63,42.2,-101.1
1531,TE220,4683912,Hunter Herring,TE,Auburn,0.77,34.9,-101.1
1532,WR714,5199859,Dalen Penson,WR,Georgia Tech,0.66,42.1,-101.2
1533,WR715,5078053,Isaiah Thacker,WR,Ball State,0.67,42.1,-101.2
1534,WR716,4431647,Chauncey Magwood,WR,Purdue,0.71,42.0,-101.3
1535,WR717,5144853,Landon Wright,WR,Boston College,0.76,42.0,-101.3
1536,RB485,5151490,Germanuel Tanelus,RB,Florida Atlantic,0.75,41.9,-101.4
1537,TE221,4918453,Tanner Lemaster,TE,Eastern Michigan,0.7,34.6,-101.4
1538,WR718,4570035,Jaden Alexis,WR,South Florida,0.57,41.8,-101.5
1539,RB486,5207893,Wesley Yarbrough,RB,Arizona,0.71,41.8,-101.5
1540,QB115,5122054,Aidan Armenta,QB,UL Monroe,0.99,150.3,-101.5
1541,RB487,5158414,Nate Henry,RB,Florida International,0.48,41.7,-101.6
1542,QB116,4986096,Chase Jenkins,QB,Kansas,0.92,150.2,-101.6
1543,WR719,4917422,Quinn Fracassi,WR,Eastern Michigan,0.62,41.7,-101.6
1544,RB488,5384804,Nick Norman,RB,Sam Houston,0.56,41.7,-101.6
1545,TE222,5227824,Beau Baker,TE,Washington State,0.55,34.4,-101.6
1546,TE223,4715474,Elijah Brown,TE,Kentucky,0.69,34.3,-101.7
1547,RB489,5221272,Elijah McCoy,RB,UTEP,0.8,41.6,-101.7
1548,WR720,4893007,Thomas Amankwaa,WR,Delaware,0.59,41.5,-101.8
1549,WR721,4940236,Ryan Manning,WR,Maryland,0.63,41.5,-101.8
1550,RB490,5237159,Charlie Miska,RB,BYU,0.57,41.4,-101.9
1551,WR722,5164365,Daylyn Upshaw,WR,Miami,0.7,41.4,-101.9
1552,TE224,5085497,Ty Stamey,TE,Texas State,0.74,34.0,-102.0
1553,RB491,5146972,Ayden Harris,RB,Kent State,0.8,41.3,-102.0
1554,WR723,5212231,Dillon Newton-Short,WR,Virginia,0.65,41.3,-102.0
1555,TE225,5158398,Jake Norris,TE,Navy,0.68,33.9,-102.1
1556,WR724,4870994,Malachi Riley,WR,San José State,0.64,41.2,-102.1
1557,TE226,4910222,Hawkins Polley,TE,Baylor,0.58,33.9,-102.1
1558,WR725,5219255,Carson Robbins,WR,Iowa State,0.69,41.1,-102.2
1559,TE227,4872961,Matt Byrnes,TE,UNLV,0.72,33.8,-102.2
1560,TE228,4899352,Deakon Tonielli,TE,Michigan,0.76,33.8,-102.2
1561,TE229,4827049,Max Reese,TE,North Texas,0.77,33.8,-102.2
1562,WR726,5222761,Jamarion McDougle,WR,Ball State,0.75,41.1,-102.2
1563,RB492,5209762,Shane Marshall,RB,Georgia Tech,0.68,41.0,-102.3
1564,WR727,5162395,Jailen Holmes,WR,UAB,0.56,41.0,-102.3
1565,WR728,5146687,Trey Horne,WR,Southern Miss,0.57,41.0,-102.3
1566,TE230,4826574,Owen Anderson,TE,Massachusetts,0.66,33.7,-102.3
1567,WR729,5150277,Jace Petty,WR,Troy,0.55,40.9,-102.4
1568,WR730,4870696,Malik Elzy,WR,LSU,0.65,40.9,-102.4
1569,RB493,5295336,Link Rhodes,RB,SMU,0.7,40.9,-102.4
1570,TE231,4686771,Caleb Fauria,TE,Delaware,0.7,33.5,-102.5
1571,RB494,5295363,Cameron Mathews,RB,New Mexico,0.57,40.8,-102.5
1572,TE232,4950379,Zach Ortwerth,TE,Iowa,0.78,33.5,-102.5
1573,TE233,4900351,Noah Bennee,TE,Utah,0.72,33.5,-102.5
1574,RB495,5220125,Dane Nauman,RB,Toledo,0.7,40.7,-102.6
1575,WR731,5224784,Declan O'Brien,WR,Delaware,0.59,40.6,-102.7
1576,RB496,5150132,Mar'Kel Porter,RB,Northwestern,0.72,40.6,-102.7
1577,RB497,5295664,Adrion Boyd,RB,Western Kentucky,0.49,40.6,-102.7
1578,TE234,4871019,Rico Walker,TE,California,0.73,33.3,-102.7
1579,RB498,5194618,Austin Clemons,RB,Middle Tennessee,0.75,40.6,-102.7
1580,WR732,4916987,TJ West,WR,UTSA,0.7,40.5,-102.8
1581,WR733,5223149,Adam Hrynciw,WR,Air Force,0.52,40.5,-102.8
1582,WR734,5085354,Lynel Billups-Williams,WR,Miami (OH),0.72,40.5,-102.8
1583,WR735,5143923,Derek Meadows,WR,Alabama,0.59,40.5,-102.8
1584,WR736,5296066,Ethan Dowdy,WR,NC State,0.63,40.5,-102.8
1585,RB499,5301029,Elias Brown,RB,Sacramento State,0.46,40.5,-102.8
1586,RB500,5254150,Javion Kinnard,RB,San Diego State,0.74,40.5,-102.8
1587,RB501,5084290,Josh Joyner,RB,Missouri State,0.62,40.4,-102.9
1588,RB502,5383063,Breezy Dubar,RB,Missouri State,0.56,40.3,-103.0
1589,RB503,5158975,KJ Edwards,RB,Texas A&M,0.62,40.3,-103.0
1590,WR737,5186738,Leyton Stone,WR,Texas Tech,0.58,40.2,-103.1
1591,WR738,5220007,Tank Boston,WR,Charlotte,0.8,40.2,-103.1
1592,RB504,5207925,Tyvonn Byars,RB,Rice,0.79,40.1,-103.2
1593,RB505,4871050,Marquese Williams,RB,Akron,0.69,40.1,-103.2
1594,QB117,5141684,Austin Simmons,QB,Missouri,0.91,148.6,-103.2
1595,WR739,5155776,Jerrian Graham,WR,South Alabama,0.57,40.0,-103.3
1596,WR740,5079643,Zion Ragins,WR,Mississippi State,0.54,40.0,-103.3
1597,TE235,5301871,Cole Keller,TE,James Madison,0.53,32.6,-103.4
1598,WR741,5165174,Za'Ron Collins,WR,James Madison,0.72,39.9,-103.4
1599,WR742,5228760,Derrick Eley,WR,Charlotte,0.68,39.9,-103.4
1600,WR743,5157068,Kaleb Mathis,WR,Colorado,0.65,39.8,-103.5
1601,WR744,5079441,Debron Gatling,WR,Georgia Tech,0.62,39.7,-103.6
1602,RB506,5388331,Curtis Kimmons IV,RB,Massachusetts,0.58,39.7,-103.6
1603,RB507,5120735,Landon Walker,RB,TCU,0.5,39.7,-103.6
1604,WR745,5296269,Reggie Frischknecht,WR,BYU,0.67,39.7,-103.6
1605,TE236,4870733,Cooper Flanagan,TE,Notre Dame,0.62,32.4,-103.6
1606,WR746,5093137,Isaac Koch,WR,Kansas State,0.67,39.5,-103.8
1607,WR747,5157003,Kelly Watson,WR,North Dakota State,0.52,39.5,-103.8
1608,TE237,5216569,Robby Preckel,TE,Northwestern,0.73,32.2,-103.8
1609,QB118,5191162,Alberto Mendoza,QB,Georgia Tech,0.87,148.0,-103.8
1610,RB508,5141409,Deandre Desinor,RB,NC State,0.59,39.5,-103.8
1611,TE238,5093733,Joshua Acord,TE,App State,0.58,32.1,-103.9
1612,RB509,5146274,Dashun Reeder,RB,UConn,0.66,39.4,-103.9
1613,RB510,5103639,Trelain Maddox,RB,Georgia Tech,0.7,39.4,-103.9
1614,TE239,4888163,Avion McBride,TE,Georgia State,0.7,32.1,-103.9
1615,WR748,5079772,Damarion Witten,WR,Miami (OH),0.52,39.4,-103.9
1616,RB511,5261613,Tylik Hill,RB,Syracuse,0.75,39.3,-104.0
1617,WR749,5148664,Corey Simms,WR,USC,0.64,39.3,-104.0
1618,RB512,5388363,Jalen Rashad Turner,RB,Air Force,0.5,39.3,-104.0
1619,WR750,5161740,Kevin Douglas,WR,Georgia Southern,0.51,39.2,-104.1
1620,TE240,4869442,Brayden Loftin,TE,UCLA,0.73,31.8,-104.2
1621,TE241,5077668,Kade Eldridge,TE,Washington,0.7,31.8,-104.2
1622,WR751,5207604,TK Keys,WR,Tennessee,0.61,39.0,-104.3
1623,WR752,5147337,Witt Edwards,WR,Missouri State,0.58,39.0,-104.3
1624,WR753,5164357,Carl Jenkins,WR,Miami (OH),0.75,39.0,-104.3
1625,TE242,5155426,Christian Greenlaw,TE,Iowa State,0.62,31.7,-104.3
1626,WR754,4911861,Sterling Lockett,WR,Kansas State,0.69,39.0,-104.3
1627,TE243,5146761,Jewlyen Roberts,TE,Tulsa,0.73,31.6,-104.4
1628,RB513,5076101,Brenton Williams,RB,Liberty,0.55,38.9,-104.4
1629,WR755,5086100,Tei Nacua,WR,BYU,0.57,38.8,-104.5
1630,WR756,5140261,Kason Stokes,WR,Middle Tennessee,0.74,38.8,-104.5
1631,WR757,5146728,Koby Young,WR,Houston,0.7,38.8,-104.5
1632,RB514,5222190,Joseph Hagman,RB,TCU,0.7,38.8,-104.5
1633,WR758,5194309,Mekhi Anderson,WR,UTSA,0.73,38.7,-104.6
1634,WR759,5198318,Isaiah Mizell,WR,Arizona,0.7,38.7,-104.6
1635,WR760,5219242,Marcus Brown,WR,Stanford,0.75,38.7,-104.6
1636,TE244,4683137,Drake Martinez,TE,Tennessee,0.77,31.3,-104.7
1637,TE245,4870870,Ty Lockwood,TE,Arkansas,0.62,31.3,-104.7
1638,RB515,5141361,Justin Baker,RB,Tennessee,0.66,38.6,-104.7
1639,WR761,5252197,Jaylen Elder,WR,UAB,0.69,38.6,-104.7
1640,WR762,5103443,Jhae Drummer,WR,Oregon State,0.67,38.5,-104.8
1641,RB516,5081710,Jaylin Belford,RB,Liberty,0.66,38.5,-104.8
1642,TE246,4684551,Jake Renda,TE,Rice,0.55,31.2,-104.8
1643,WR763,5145207,Bryce Cain,WR,Auburn,0.64,38.5,-104.8
1644,WR764,4605477,Alante Brown,WR,Memphis,0.56,38.5,-104.8
1645,WR765,5153065,Branden Ganashamoorthy,WR,Washington State,0.68,38.5,-104.8
1646,RB517,5224766,Greg Spiller,RB,Delaware,0.76,38.4,-104.9
1647,RB518,5224715,Bryce Hicks,RB,Colorado,0.65,38.4,-104.9
1648,WR766,5077816,TeKai Kirby,WR,Virginia,0.53,38.4,-104.9
1649,TE247,5210543,Ian Premer,TE,Notre Dame,0.54,31.1,-104.9
1650,RB519,5246572,Nathan McNeil,RB,Iowa,0.7,38.4,-104.9
1651,WR767,5268018,Ethan Feaster,WR,USC,0.63,38.4,-104.9
1652,RB520,5226551,Jalen Likely,RB,Jacksonville State,0.73,38.4,-104.9
1653,RB521,5166083,Dennis Moody III,RB,Oklahoma State,0.55,38.3,-105.0
1654,WR768,4689721,Ty Robinson,WR,Illinois,0.67,38.3,-105.0
1655,TE248,4917270,Harry Lodge,TE,UCLA,0.71,31.0,-105.0
1656,TE249,4826579,Tyler Siddons,TE,Wyoming,0.69,31.0,-105.0
1657,WR769,5141597,Cooper Perry,WR,California,0.77,38.3,-105.0
1658,RB522,5214639,Lazaro Rogers,RB,Miami (OH),0.7,38.2,-105.1
1659,WR770,5141435,Jaime Ffrench,WR,Michigan,0.66,38.2,-105.1
1660,WR771,5393159,Fisher Ingersoll,WR,BYU,0.45,38.2,-105.1
1661,WR772,5156879,Jaylen Hampton,WR,Charlotte,0.72,38.2,-105.1
1662,WR773,5148784,TK Keyes,WR,Troy,0.57,38.2,-105.1
1663,WR774,5381371,Chase Allen-Jackman,WR,Georgia State,0.51,38.1,-105.2
1664,TE250,4871054,Riley Williams,TE,Mississippi State,0.59,30.8,-105.2
1665,TE251,5078052,AJ Szymanski,TE,Maryland,0.74,30.8,-105.2
1666,RB523,5147510,Isiah Jones,RB,NC State,0.58,38.0,-105.3
