rank,pos_rank,name,position,team,proj_points,floor,ceil,draft_value,adp,adp_gap,espn_proj,injury,line_source,pass_yds,pass_td,interceptions,rush_yds,rush_td,receptions,rec_yds,rec_td,fumbles
154,WR62,Ryan Flournoy,WR,DAL,119.8,93.4,146.6,-43.9,170.8,16.8,89.3,ACTIVE,vegas,0.0,0.0,0.0,13.0,0.0,47.0,549.0,3.0,0.68
155,TE27,Dalton Kincaid,TE,BUF,119.2,92.7,146.7,-44.3,132.0,-23.0,155.4,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,40.85,549.5,3.9,0.0
156,WR63,Tank Dell,WR,HOU,115.8,89.9,142.5,-47.9,156.8,0.8,152.8,QUESTIONABLE,vegas,0.0,0.0,0.0,29.0,0.0,41.0,539.0,3.0,0.0
157,RB38,Cameron Skattebo,RB,NYG,114.9,84.4,147.5,-48.6,,,,,dk+hist,0.0,0.0,0.0,799.5,6.23,0.0,0.0,0.0,1.2
158,RB39,Tyjae Spears,RB,TEN,114.6,89.5,140.5,-48.9,160.7,2.7,154.5,ACTIVE,vegas,0.0,0.0,0.0,388.0,2.0,35.0,248.0,1.0,1.0
159,WR64,Makai Lemon,WR,PHI,114.0,90.1,139.7,-49.7,143.1,-15.9,154.6,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,50.7,649.5,0.0,0.8
160,WR65,Jaylin Noel,WR,HOU,113.9,87.9,141.2,-49.8,171.4,11.4,113.3,QUESTIONABLE,vegas,0.0,0.0,0.0,50.0,0.0,42.0,489.0,3.0,0.0
161,WR66,Tre' Harris,WR,LAC,112.9,86.6,140.4,-50.8,171.0,10.0,89.9,QUESTIONABLE,vegas,0.0,0.0,0.0,6.0,0.0,39.0,493.0,4.0,0.0
162,RB40,Jacory Croskey-Merritt,RB,WAS,112.6,82.3,145.0,-50.9,131.8,-30.2,159.5,QUESTIONABLE,dk+hist,0.0,0.0,0.0,624.5,6.73,8.52,65.79,0.0,2.68
163,RB41,Tyrone Tracy,RB,NYG,111.3,85.2,138.3,-52.2,169.2,6.2,66.6,ACTIVE,vegas,0.0,0.0,0.0,528.0,3.0,21.0,155.0,1.0,1.0
164,RB42,Blake Corum,RB,LAR,110.8,81.5,142.1,-52.7,136.7,-27.3,159.4,ACTIVE,dk+hist,0.0,0.0,0.0,674.5,5.25,7.45,44.22,0.0,0.0
165,WR67,Devaughn Vele,WR,NO,110.6,86.0,136.7,-53.1,171.4,6.4,123.8,ACTIVE,vegas,0.0,0.0,0.0,10.0,0.0,42.0,496.0,3.0,0.0
166,RB43,Jeremiyah Love,RB,ARI,109.6,79.4,140.5,-53.9,22.5,-143.5,278.5,QUESTIONABLE,dk+hist,0.0,0.0,0.0,774.5,5.75,0.0,0.0,0.0,1.2
167,TE28,Greg Dulcich,TE,MIA,109.4,84.0,135.7,-54.1,170.4,3.4,119.2,ACTIVE,vegas,0.0,0.0,0.0,0.13,0.0,47.0,459.0,3.0,0.75
168,WR68,Jerry Jeudy,WR,CLE,108.5,84.5,133.8,-55.2,165.6,-2.4,138.4,ACTIVE,dk+hist,0.0,0.0,0.0,3.26,0.0,43.35,549.5,1.94,0.9
169,RB44,Jordan Mason,RB,MIN,108.2,79.5,137.9,-55.3,140.4,-28.6,150.5,ACTIVE,dk+hist,0.0,0.0,0.0,649.5,4.38,12.93,68.93,0.0,1.44
170,WR69,Calvin Ridley,WR,TEN,108.2,82.6,135.1,-55.5,168.1,-1.9,135.4,ACTIVE,dk+hist,0.0,0.0,0.0,14.0,0.26,31.33,549.5,3.25,0.28
171,QB30,Jacoby Brissett,QB,ARI,153.0,113.9,193.7,-57.1,170.1,-0.9,198.9,ACTIVE,vegas,2400.0,15.0,7.0,110.0,1.0,0.0,0.0,0.0,3.0
172,WR70,Keenan Allen,WR,IND,105.9,81.2,132.3,-57.8,167.3,-4.7,124.4,ACTIVE,vegas,0.0,0.0,0.44,0.0,0.0,44.0,448.0,3.0,0.0
173,WR71,De'Zhaun Stribling,WR,SF,105.2,82.7,128.2,-58.5,151.2,-21.8,130.3,QUESTIONABLE,dk+hist,0.0,0.0,0.0,0.0,0.0,46.8,599.5,0.0,0.8
174,WR72,KC Concepcion,WR,CLE,105.2,82.4,128.9,-58.5,145.2,-28.8,154.2,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,46.8,599.5,0.0,0.8
175,TE29,Mike Gesicki,TE,CIN,104.1,79.3,129.8,-59.4,170.3,-4.7,85.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,42.0,449.0,3.0,0.41
176,WR73,Jauan Jennings,WR,MIN,103.9,79.0,130.0,-59.8,170.8,-5.2,114.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,39.0,487.0,3.0,0.89
177,WR74,Ja'Kobi Lane,WR,BAL,103.3,77.1,130.7,-60.4,167.1,-9.9,100.5,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,35.0,453.0,4.0,0.8
178,WR75,Rashod Bateman,WR,BAL,102.3,78.3,127.8,-61.4,171.2,-6.8,122.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,36.0,483.0,3.0,0.0
179,TE30,Terrance Ferguson,TE,LAR,100.3,73.9,127.3,-63.2,165.4,-13.7,135.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,35.0,413.0,4.0,0.0
180,QB31,Fernando Mendoza,QB,LV,145.4,106.9,185.6,-64.7,167.5,-12.5,187.5,ACTIVE,vegas,2199.5,12.5,11.0,234.0,2.0,0.0,0.0,0.0,3.0
181,RB45,Bam Knight,RB,ARI,97.8,69.5,127.8,-65.7,170.1,-10.9,0.8,ACTIVE,hist,0.0,0.0,0.0,286.27,4.63,21.76,158.67,1.1,1.42
182,WR76,Germie Bernard,WR,PIT,97.3,73.5,123.1,-66.4,171.2,-10.8,108.8,ACTIVE,vegas,0.0,0.0,0.0,10.0,0.0,36.0,439.0,3.0,0.8
183,RB46,Keaton Mitchell,RB,LAC,96.9,71.7,122.4,-66.6,168.8,-14.2,93.9,ACTIVE,vegas,0.0,0.0,0.0,435.0,3.0,18.0,134.0,1.0,1.0
184,TE31,Mason Taylor,TE,NYJ,96.4,72.2,122.2,-67.1,170.0,-13.9,66.3,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,40.0,384.0,3.0,0.0
185,WR77,Pat Bryant,WR,DEN,96.4,73.1,120.6,-67.3,170.6,-14.4,72.8,ACTIVE,vegas,0.0,0.0,0.0,9.0,0.0,35.0,425.0,3.0,0.0
186,WR78,Ted Hurst,WR,TB,96.3,72.6,121.5,-67.4,170.2,-15.8,64.9,ACTIVE,vegas,0.0,0.0,0.0,13.0,0.0,36.0,426.0,3.0,0.8
187,WR79,Adonai Mitchell,WR,NYJ,96.0,72.2,120.9,-67.7,170.0,-17.0,126.7,ACTIVE,vegas,9.64,0.0,0.0,10.0,0.0,35.0,443.0,3.0,1.36
188,WR80,Travis Hunter,WR,JAX,95.0,70.2,119.6,-68.7,120.6,-67.4,113.1,ACTIVE,vegas,0.0,0.0,0.0,21.0,0.0,35.0,415.0,3.0,0.8
189,WR81,Kayshon Boutte,WR,HOU,94.6,71.0,118.9,-69.1,170.8,-18.2,87.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,31.0,456.0,3.0,0.0
190,WR82,Tyreek Hill,WR,,93.7,69.7,118.2,-70.0,169.8,-20.2,,QUESTIONABLE,vegas,0.0,0.0,0.0,5.0,0.0,33.0,422.0,3.0,0.0
191,WR83,Caleb Douglas,WR,MIA,93.2,69.8,118.1,-70.5,169.4,-21.6,115.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,34.0,428.0,3.0,0.8
192,WR84,Cyrus Allen,WR,KC,92.9,69.4,117.2,-70.8,169.4,-22.6,44.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,34.0,425.0,3.0,0.8
193,WR85,Tory Horton,WR,SEA,92.0,68.5,116.5,-71.7,170.3,-22.7,65.5,QUESTIONABLE,vegas,0.0,0.0,0.0,9.0,0.0,31.0,421.0,3.0,0.0
194,WR86,Andrei Iosivas,WR,CIN,91.3,68.6,116.1,-72.4,170.1,-23.9,58.2,ACTIVE,vegas,0.0,0.0,0.0,10.0,0.0,32.0,403.0,3.0,0.0
195,WR87,Chimere Dike,WR,TEN,89.4,66.3,112.5,-74.3,170.1,-24.9,39.4,ACTIVE,vegas,0.0,0.0,0.0,30.0,0.0,38.0,384.0,2.0,1.0
196,WR88,Malachi Fields,WR,NYG,89.4,65.8,113.8,-74.3,169.9,-26.1,59.9,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,32.0,404.0,3.0,0.8
197,RB47,Dylan Sampson,RB,CLE,88.7,65.4,113.2,-74.8,171.0,-26.0,86.9,ACTIVE,vegas,0.0,0.0,0.0,321.0,2.0,23.0,176.0,1.0,1.0
198,WR89,Adam Thielen,WR,PIT,88.3,65.6,112.2,-75.4,170.0,-28.0,,,hist,0.0,0.0,0.0,0.0,0.0,33.12,389.69,2.7,0.0
199,WR90,Denzel Boston,WR,CLE,87.4,67.5,108.1,-76.3,165.9,-33.1,140.7,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,39.0,499.5,0.0,0.8
200,WR91,Isaac TeSlaa,WR,DET,87.1,64.0,111.3,-76.6,170.2,-29.8,72.8,ACTIVE,vegas,0.0,0.0,0.0,9.0,0.0,28.0,402.0,3.0,0.0
201,WR92,Cooper Kupp,WR,SEA,84.0,60.4,108.7,-79.7,168.8,-32.2,101.5,ACTIVE,vegas,0.0,0.0,0.61,5.21,0.0,32.0,364.0,3.0,0.83
202,RB48,Woody Marks,RB,HOU,83.8,60.5,108.1,-79.7,149.5,-52.5,127.8,ACTIVE,vegas,0.0,0.0,0.0,351.0,2.0,19.0,137.0,1.0,1.0
203,WR93,Keon Coleman,WR,BUF,83.9,60.7,107.8,-79.8,170.4,-32.6,75.4,QUESTIONABLE,vegas,0.0,0.0,0.0,13.0,0.0,29.0,375.0,3.0,0.94
204,TE32,Kenyon Sadiq,TE,NYJ,83.5,63.4,104.1,-80.0,146.6,-57.4,154.0,QUESTIONABLE,dk+hist,0.0,0.0,0.0,0.0,0.0,40.1,449.5,0.0,0.8
205,TE33,Darnell Washington,TE,PIT,83.2,59.8,107.9,-80.3,169.6,-35.4,72.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,33.0,341.0,3.0,0.93
206,WR94,Darius Slayton,WR,NYG,82.3,59.8,106.3,-81.4,170.5,-35.5,88.7,ACTIVE,vegas,0.0,0.0,0.0,6.39,0.0,27.0,386.0,3.0,0.95
207,TE34,Michael Mayer,TE,LV,80.8,59.1,103.1,-82.7,170.4,-36.6,81.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,34.0,348.0,2.0,0.0
208,TE35,Eli Stowers,TE,PHI,79.8,56.5,104.0,-83.7,169.9,-38.1,29.0,QUESTIONABLE,vegas,0.0,0.0,0.0,5.0,0.0,31.0,319.0,3.0,0.8
209,TE36,Cole Kmet,TE,CHI,79.7,58.4,102.1,-83.8,169.7,-39.3,53.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,34.0,337.0,2.0,0.0
210,WR95,Sterling Shepard,WR,HOU,78.8,59.3,99.7,-84.9,170.0,-40.0,,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,36.95,363.48,1.12,0.9
211,WR96,Omar Cooper Jr.,WR,NYJ,78.2,58.8,98.8,-85.5,171.1,-39.9,67.3,ACTIVE,dk+hist,0.0,0.0,0.0,0.0,0.0,35.0,448.24,0.0,0.8
212,WR97,Jack Bech,WR,LV,77.9,56.8,100.5,-85.8,170.3,-41.7,65.9,ACTIVE,vegas,0.0,0.0,0.0,9.0,0.0,30.0,350.0,2.0,0.0
213,WR98,Kendrick Bourne,WR,ARI,77.7,56.7,99.9,-86.0,170.0,-43.0,50.3,ACTIVE,vegas,0.0,0.0,0.0,2.85,0.0,31.0,344.0,2.0,0.0
214,TE37,Theo Johnson,TE,NYG,77.0,56.2,99.0,-86.5,170.2,-43.8,61.8,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,31.0,340.0,2.0,0.0
215,WR99,Zachariah Branch,WR,ATL,76.9,55.2,99.6,-86.8,170.8,-44.2,82.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,30.0,365.0,2.0,0.8
216,TE38,Dawson Knox,TE,BUF,76.4,53.5,100.2,-87.1,169.7,-46.3,68.2,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,28.0,304.0,3.0,0.0
217,WR100,Olamide Zaccheaus,WR,ATL,75.8,54.5,97.9,-87.9,170.0,-47.0,32.3,ACTIVE,vegas,0.0,0.0,0.0,12.0,0.0,30.0,326.0,2.0,0.0
218,QB32,Tua Tagovailoa,QB,ATL,121.9,86.0,159.9,-88.2,170.0,-48.0,114.9,ACTIVE,vegas,2141.0,14.0,8.0,43.0,0.0,0.0,0.0,0.0,4.0
219,TE39,Colby Parkinson,TE,LAR,74.5,52.0,97.7,-89.0,170.4,-48.7,75.4,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,29.0,293.0,3.0,0.91
220,RB49,Ray Davis,RB,BUF,73.7,49.0,98.9,-89.8,170.9,-49.1,38.1,ACTIVE,vegas,0.0,0.0,0.0,313.0,3.0,9.0,68.0,1.43,0.0
221,WR101,Antonio Williams,WR,WAS,73.6,52.8,96.0,-90.1,170.8,-50.2,77.8,ACTIVE,vegas,0.0,0.0,0.0,13.0,0.0,28.0,339.0,2.0,0.8
222,WR102,Marvin Mims,WR,DEN,72.4,50.9,94.9,-91.3,170.1,-51.9,69.9,ACTIVE,vegas,0.0,0.0,0.0,36.0,0.41,27.0,293.0,2.0,1.0
223,WR103,KaVontae Turpin,WR,DAL,71.5,49.4,94.7,-92.2,169.9,-53.1,66.8,ACTIVE,vegas,0.0,0.0,0.0,77.0,1.0,21.0,268.0,2.0,1.0
224,WR104,Jahan Dotson,WR,ATL,71.2,50.4,93.1,-92.5,170.6,-53.4,92.8,ACTIVE,vegas,0.0,0.0,0.0,16.0,0.0,26.0,316.0,2.0,0.0
225,TE40,Jake Tonges,TE,SF,70.8,50.5,92.5,-92.7,170.4,-54.6,32.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,30.0,288.0,2.0,0.0
226,WR105,Dontayvion Wicks,WR,PHI,70.4,49.7,92.3,-93.3,170.7,-55.3,108.2,ACTIVE,vegas,0.0,0.0,0.0,8.0,0.0,26.0,316.0,2.0,0.0
227,RB50,Jadarian Price,RB,SEA,70.0,50.0,91.5,-93.5,76.8,-150.2,194.1,ACTIVE,dk+hist,0.0,0.0,0.0,724.5,0.0,0.0,0.0,0.0,1.2
228,TE41,Evan Engram,TE,DEN,69.7,48.6,91.2,-93.8,170.0,-58.0,106.6,ACTIVE,vegas,0.0,0.0,0.0,3.83,0.0,31.0,277.0,2.0,0.71
229,TE42,Elijah Arroyo,TE,SEA,69.4,48.6,91.0,-94.1,169.9,-59.1,60.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,29.0,312.0,2.0,1.41
230,RB51,Tyler Allgeier,RB,ARI,69.4,46.3,93.5,-94.1,164.6,-65.4,91.3,ACTIVE,vegas,0.0,0.0,0.0,400.0,3.0,8.0,54.0,0.0,1.0
231,WR106,DeMario Douglas,WR,NE,68.8,48.2,90.4,-94.9,170.1,-60.9,61.5,ACTIVE,vegas,0.0,0.0,0.0,28.0,0.0,24.0,300.0,2.0,0.0
232,RB52,Justice Hill,RB,BAL,67.7,47.3,89.3,-95.8,170.9,-61.1,114.2,ACTIVE,vegas,0.0,0.0,0.0,141.0,1.0,24.0,176.0,1.0,0.0
233,RB53,Brian Robinson,RB,ATL,67.6,45.4,90.8,-95.9,165.0,-68.0,94.0,ACTIVE,vegas,0.0,0.0,0.0,358.0,2.0,13.0,91.0,0.0,1.13
234,WR107,Marquise Brown,WR,,67.5,46.4,88.9,-96.2,,,,,vegas,0.0,0.0,0.0,0.0,0.0,25.0,305.0,2.0,0.0
235,RB54,Zach Charbonnet,RB,SEA,67.2,43.3,92.0,-96.3,156.7,-78.3,134.0,OUT,vegas,0.0,0.0,0.0,264.0,3.0,11.0,78.0,1.0,1.0
236,RB55,Samaje Perine,RB,CIN,66.1,44.2,89.1,-97.4,171.0,-65.0,100.5,ACTIVE,vegas,0.0,0.0,0.0,275.0,2.0,14.0,103.0,1.0,1.86
237,RB56,Kimani Vidal,RB,LAC,66.0,43.7,89.8,-97.5,170.9,-66.1,36.4,ACTIVE,vegas,0.0,0.0,0.0,243.0,2.0,14.0,97.0,1.0,0.0
238,WR108,Xavier Legette,WR,CAR,66.0,45.6,87.2,-97.7,170.6,-67.4,94.1,QUESTIONABLE,vegas,0.0,0.0,0.0,10.0,0.0,24.0,290.0,2.0,0.0
239,WR109,Chris Bell,WR,MIA,65.6,44.6,87.3,-98.1,170.5,-68.5,61.4,ACTIVE,vegas,0.0,0.0,0.0,3.0,0.0,25.0,299.0,2.0,0.8
240,RB57,Emmett Johnson,RB,KC,65.2,42.4,88.4,-98.3,170.0,-70.0,46.6,ACTIVE,vegas,0.0,0.0,0.0,286.0,2.0,12.0,86.0,1.0,1.0
241,RB58,Tank Bigsby,RB,PHI,65.2,42.4,89.7,-98.3,169.4,-71.6,64.2,ACTIVE,vegas,0.0,0.0,0.0,353.0,3.0,8.0,59.0,0.0,1.0
242,WR110,Troy Franklin,WR,DEN,64.3,43.4,86.2,-99.4,170.2,-71.8,50.7,ACTIVE,vegas,0.0,0.0,0.0,14.0,0.0,24.0,287.0,2.0,0.89
243,RB59,Jonah Coleman,RB,DEN,63.9,41.4,87.1,-99.6,169.5,-73.5,74.5,ACTIVE,vegas,0.0,0.0,0.0,304.0,2.0,10.0,75.0,1.0,1.0
244,RB60,Nicholas Singleton,RB,TEN,63.7,41.8,86.8,-99.8,170.4,-73.6,19.8,ACTIVE,vegas,0.0,0.0,0.0,270.0,2.0,12.0,87.0,1.0,1.0
245,RB61,Alvin Kamara,RB,NO,63.0,42.0,85.0,-100.5,160.0,-85.0,117.4,QUESTIONABLE,vegas,0.0,0.0,0.0,185.0,1.0,20.0,145.0,1.0,1.0
246,WR111,Isaiah Bond,WR,CLE,62.8,41.9,84.9,-100.9,170.0,-76.0,30.6,ACTIVE,vegas,0.0,0.0,0.0,19.0,0.0,22.0,269.0,2.0,0.0
247,WR112,Tyquan Thornton,WR,KC,62.6,42.2,83.5,-101.1,170.4,-76.6,77.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,20.0,306.0,2.0,0.0
248,RB62,Isaiah Davis,RB,NYJ,62.4,40.8,85.1,-101.1,170.5,-77.5,51.0,QUESTIONABLE,vegas,0.0,0.0,0.0,261.0,2.0,13.0,94.0,0.32,0.0
249,WR113,Skyler Bell,WR,BUF,62.0,41.4,83.3,-101.7,170.0,-79.0,28.5,QUESTIONABLE,vegas,0.0,0.0,0.0,5.0,0.0,22.0,291.0,2.0,0.8
250,WR114,Barion Brown,WR,NO,61.4,40.7,83.2,-102.3,170.0,-80.0,13.2,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,22.0,290.0,2.0,0.8
251,TE43,Will Kacmarek,TE,MIA,60.0,39.4,81.0,-103.5,170.0,-81.0,39.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,25.0,246.0,2.0,0.8
252,WR115,Mack Hollins,WR,NE,59.9,39.4,81.6,-103.8,169.9,-82.1,28.1,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,21.0,263.0,2.0,0.0
253,WR116,Elijah Sarratt,WR,BAL,59.8,38.9,81.4,-103.9,170.0,-83.0,33.6,ACTIVE,vegas,0.0,0.0,0.0,4.0,0.0,22.0,270.0,2.0,0.8
254,RB63,Mike Washington,RB,LV,59.6,36.9,82.7,-103.9,165.5,-88.5,65.2,ACTIVE,vegas,0.0,0.0,0.0,281.0,2.0,9.0,69.0,1.0,1.2
255,RB64,Emanuel Wilson,RB,SEA,59.2,37.8,81.0,-104.3,170.2,-84.8,9.9,QUESTIONABLE,vegas,0.0,0.0,0.0,249.0,2.0,11.0,86.0,0.45,0.0
256,RB65,Kyle Juszczyk,RB,SF,59.2,38.9,81.3,-104.3,169.9,-86.1,44.9,QUESTIONABLE,hist,0.0,0.0,0.0,10.96,0.46,22.16,209.82,2.21,0.52
257,TE44,Noah Gray,TE,KC,59.1,38.9,80.6,-104.4,169.9,-87.1,60.8,ACTIVE,vegas,0.0,0.0,0.0,0.27,0.0,24.0,231.0,2.0,0.0
258,WR117,Malik Benson,WR,LV,59.0,38.8,80.3,-104.7,170.0,-88.0,48.3,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,21.0,276.0,2.0,0.8
259,RB66,Sean Tucker,RB,TB,58.7,37.2,81.8,-104.8,170.4,-88.6,36.9,ACTIVE,vegas,0.0,0.0,0.0,288.0,2.0,8.0,57.0,1.04,1.0
260,WR118,Darnell Mooney,WR,NYG,58.6,38.4,80.0,-105.1,170.5,-89.5,63.8,ACTIVE,vegas,0.0,0.0,0.0,3.0,0.0,19.0,273.0,2.0,0.0
261,TE45,David Njoku,TE,LAC,58.0,37.7,79.2,-105.5,169.6,-91.4,104.4,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,23.0,230.0,2.0,0.0
262,WR119,Josh Cameron,WR,JAX,58.0,37.5,79.1,-105.7,170.0,-92.0,0.3,ACTIVE,vegas,0.0,0.0,0.0,22.0,0.0,21.0,244.0,2.0,0.8
263,WR120,Mike Williams,WR,PIT,57.5,39.1,76.6,-106.2,170.0,-93.0,,,hist,0.0,0.0,0.0,0.0,0.0,21.16,299.78,1.06,0.0
264,RB67,Jordan James,RB,SF,57.3,36.2,79.0,-106.2,170.9,-93.1,29.2,QUESTIONABLE,vegas,0.0,0.0,0.0,287.0,2.0,11.0,80.0,0.0,1.2
265,RB68,James Conner,RB,ARI,57.2,35.1,79.6,-106.3,170.2,-94.8,0.0,QUESTIONABLE,vegas,0.0,0.0,0.0,220.0,2.0,11.0,82.0,1.0,1.0
266,RB69,Jaydon Blue,RB,DAL,56.6,35.9,78.8,-106.9,170.5,-95.5,54.9,ACTIVE,vegas,0.0,0.0,0.0,289.0,2.0,9.0,67.0,0.0,0.0
267,WR121,Elic Ayomanor,WR,TEN,56.7,37.0,77.9,-107.0,170.0,-97.0,23.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,20.0,247.0,2.0,0.0
268,TE46,Justin Joly,TE,DEN,56.4,36.3,77.1,-107.1,170.0,-98.0,9.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,23.0,230.0,2.0,0.8
269,RB70,Chris Brooks,RB,GB,56.3,35.0,79.1,-107.2,170.2,-98.8,36.0,ACTIVE,vegas,0.0,0.0,0.0,203.0,2.0,14.0,100.0,0.0,0.0
270,RB71,Isiah Pacheco,RB,DET,56.2,34.9,78.0,-107.3,163.9,-106.1,123.5,QUESTIONABLE,vegas,0.0,0.0,0.0,263.0,2.0,10.0,73.0,0.44,1.0
271,RB72,LeQuint Allen,RB,JAX,56.2,36.0,76.9,-107.3,170.4,-100.6,46.4,QUESTIONABLE,vegas,0.0,0.0,0.0,135.0,1.0,18.0,127.0,1.0,0.0
272,TE47,Joe Royer,TE,CLE,56.2,36.0,77.2,-107.3,170.0,-102.0,16.3,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,23.0,228.0,2.0,0.8
273,RB73,Ty Johnson,RB,BUF,55.8,35.7,76.8,-107.7,170.6,-102.4,84.8,QUESTIONABLE,vegas,0.0,0.0,0.0,137.0,1.0,17.0,131.0,1.0,0.0
274,WR122,Elijah Moore,WR,BUF,55.7,36.8,76.4,-108.0,170.0,-104.0,,ACTIVE,hist,0.0,0.0,0.0,21.14,1.05,23.38,222.66,0.28,0.0
275,WR123,Zavion Thomas,WR,CHI,55.6,34.8,77.1,-108.1,170.0,-105.0,36.2,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,20.0,252.0,2.0,0.8
276,QB33,Michael Penix,QB,ATL,101.4,71.2,132.1,-108.7,170.1,-105.9,113.6,QUESTIONABLE,vegas,1567.0,10.0,5.0,67.0,1.0,0.0,0.0,0.0,2.0
277,WR124,Calvin Austin,WR,NYG,54.8,36.1,74.2,-108.9,170.0,-107.0,16.0,ACTIVE,vegas,0.0,0.0,0.0,17.0,0.0,21.0,261.0,1.0,0.0
278,TE48,Max Klare,TE,LAR,54.5,34.0,76.1,-109.0,170.0,-108.0,9.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,22.0,221.0,2.0,0.8
279,WR125,Greg Dortch,WR,DET,52.0,33.2,71.9,-111.7,170.0,-109.0,16.0,ACTIVE,vegas,0.0,0.0,0.0,16.0,0.65,21.0,215.0,1.0,1.0
280,RB74,MarShawn Lloyd,RB,GB,51.8,31.4,74.0,-111.7,170.4,-109.6,86.3,ACTIVE,vegas,0.0,0.0,0.0,281.0,2.0,7.0,47.0,0.0,0.0
281,TE49,Jack Endries,TE,CIN,51.7,31.2,73.2,-111.8,170.0,-111.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,21.0,203.0,2.0,0.8
282,TE50,Nick Vannett,TE,TEN,50.2,27.7,74.2,-113.3,170.0,-112.0,,ACTIVE,hist,0.0,0.0,0.0,0.0,0.0,17.0,136.19,3.27,0.0
283,RB75,Braelon Allen,RB,NYJ,50.1,29.3,72.6,-113.4,170.8,-112.2,76.7,ACTIVE,vegas,0.0,0.0,0.0,233.0,2.0,10.0,69.0,0.29,1.9
284,QB34,Deshaun Watson,QB,CLE,96.1,66.8,127.5,-114.0,170.1,-113.9,123.9,ACTIVE,vegas,1374.0,8.0,6.0,131.0,2.0,0.0,0.0,0.0,2.0
285,WR126,Brandon Aiyuk,WR,SF,49.6,30.3,70.5,-114.1,169.9,-115.1,,OUT,vegas,0.0,0.0,0.0,3.0,0.0,16.0,213.0,2.0,0.0
286,WR127,John Metchie,WR,CAR,48.8,30.2,67.8,-114.9,170.0,-116.0,,ACTIVE,vegas,0.0,0.0,0.0,8.0,0.0,20.0,220.0,1.0,0.0
287,RB76,Rasheen Ali,RB,BAL,46.7,26.7,68.1,-116.8,170.1,-116.9,0.5,ACTIVE,vegas,0.0,0.0,0.0,120.0,1.0,12.0,87.0,1.33,0.0
288,WR128,Christian Kirk,WR,SF,46.4,27.8,65.6,-117.3,170.0,-118.0,37.3,QUESTIONABLE,vegas,0.0,0.0,0.0,9.0,0.0,19.0,205.0,1.0,0.0
289,RB77,Kaytron Allen,RB,WAS,45.9,24.9,67.4,-117.6,170.4,-118.6,15.7,ACTIVE,vegas,0.0,0.0,0.0,220.0,2.0,8.0,59.0,0.0,1.0
290,QB35,Shedeur Sanders,QB,CLE,92.1,64.2,121.8,-118.0,169.6,-120.4,98.0,ACTIVE,vegas,1433.0,7.0,5.0,88.0,2.0,0.0,0.0,0.0,2.0
291,WR129,Ray-Ray McCloud,WR,NYG,44.0,26.6,62.3,-119.7,169.9,-121.1,,ACTIVE,hist,0.0,0.0,0.0,18.49,0.0,20.09,211.29,0.24,0.27
292,WR130,Konata Mumpfield,WR,LAR,41.7,23.2,60.8,-122.0,170.0,-122.0,29.2,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,16.0,197.0,1.0,0.0
293,RB78,Jaylen Wright,RB,MIA,41.3,21.6,62.5,-122.2,170.5,-122.5,43.4,ACTIVE,vegas,0.0,0.0,0.0,223.0,2.0,6.0,38.0,0.0,1.39
