rank,pos_rank,name,position,team,proj_points,floor,ceil,draft_value,adp,adp_gap,espn_proj,injury,line_source,pass_yds,pass_td,interceptions,rush_yds,rush_td,receptions,rec_yds,rec_td,fumbles
437,WR184,Kameron Johnson,WR,TB,9.3,0.0,25.0,-154.4,170.0,-267.0,3.6,ACTIVE,vegas,0.0,0.0,0.0,17.59,0.0,2.0,28.0,0.45,0.0
438,TE102,Tanner Hudson,TE,CIN,9.1,0.0,24.8,-154.4,170.0,-268.0,29.4,ACTIVE,vegas,0.0,0.0,0.0,0.44,0.0,3.0,28.0,0.72,0.52
439,WR185,Tyler Johnson,WR,DAL,9.2,0.0,24.8,-154.5,170.0,-269.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.45,0.0
440,TE103,Devin Culp,TE,TB,9.0,0.0,24.7,-154.5,170.0,-270.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.28,0.0
441,RB118,Jaydn Ott,RB,,8.8,0.0,25.1,-154.7,,,,,vegas,0.0,0.0,0.0,63.0,0.0,3.0,19.0,0.0,1.2
442,WR186,Kevin Austin,WR,NO,8.6,0.0,24.1,-155.1,170.0,-272.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,1.0,0.0,3.0,34.0,0.35,0.0
443,RB119,Dare Ogunbowale,RB,LV,8.4,0.0,25.1,-155.1,170.0,-273.0,,ACTIVE,vegas,0.0,0.0,0.0,8.0,0.3,4.0,27.0,0.16,0.93
444,RB120,Kendre Miller,RB,NO,8.4,0.0,23.4,-155.1,170.2,-273.8,15.9,ACTIVE,vegas,0.0,0.0,0.0,20.0,0.47,2.0,16.0,0.0,0.0
445,WR187,Curtis Samuel,WR,,8.4,0.0,24.3,-155.3,170.0,-275.0,,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,2.0,27.0,0.51,0.0
446,TE104,Lucas Krull,TE,DEN,8.1,0.0,23.2,-155.4,170.0,-276.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,0.0
447,TE105,Riley Nowakowski,TE,PIT,8.0,0.0,24.0,-155.5,170.0,-277.0,8.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,5.0,46.0,0.0,0.8
448,TE106,Charlie Woerner,TE,ATL,8.0,0.0,23.1,-155.5,170.0,-278.0,8.2,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0
449,WR188,JuJu Smith-Schuster,WR,,7.9,0.0,23.6,-155.8,170.0,-279.0,0.0,QUESTIONABLE,vegas,0.0,0.0,0.0,1.0,0.0,2.0,20.0,0.64,0.0
450,WR189,David Moore,WR,CAR,7.9,0.0,22.8,-155.8,170.0,-280.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,20.51,0.0,2.0,23.0,0.25,0.0
451,WR190,Nikko Remigio,WR,KC,7.7,0.0,23.4,-156.0,170.0,-281.0,1.4,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,2.06,50.2,0.0,0.0
452,TE107,Tucker Fisk,TE,,7.5,0.0,23.2,-156.0,170.0,-282.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0
453,TE108,Dallin Holker,TE,,7.5,0.0,23.1,-156.0,170.0,-283.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0
454,RB121,Raheim Sanders,RB,CLE,7.5,0.0,23.0,-156.0,170.0,-284.0,,ACTIVE,vegas,0.0,0.0,0.0,20.0,0.46,2.0,7.0,0.0,0.0
455,RB122,Pierre Strong,RB,GB,7.5,0.0,23.0,-156.0,170.0,-285.0,,ACTIVE,vegas,0.0,0.0,0.0,41.0,0.0,2.0,14.0,0.0,0.0
456,WR191,Chris Moore,WR,BAL,7.6,0.0,22.9,-156.1,170.0,-286.0,,ACTIVE,vegas,0.0,0.0,0.0,9.06,0.0,2.0,21.0,0.43,0.0
457,RB123,Jarquez Hunter,RB,LAR,7.2,0.0,23.4,-156.3,170.0,-287.0,,ACTIVE,vegas,0.0,0.0,0.0,63.0,0.0,2.0,13.0,0.0,1.2
458,TE109,Blake Whiteheart,TE,CLE,7.2,0.0,22.8,-156.3,170.0,-288.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.46,0.0
459,WR192,Josh Reynolds,WR,,7.3,0.0,22.8,-156.4,170.0,-289.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.13,0.0
460,WR193,Efton Chism,WR,NE,7.3,0.0,22.7,-156.4,169.9,-290.1,0.5,ACTIVE,vegas,0.0,0.0,0.0,1.0,0.0,2.0,25.0,0.45,0.0
461,RB124,Ronnie Rivers,RB,LAR,7.1,0.0,22.0,-156.4,170.0,-291.0,,ACTIVE,vegas,0.0,0.0,0.0,21.0,0.0,3.0,20.0,0.0,0.0
462,WR194,Jalen Brooks,WR,ARI,7.1,0.0,22.3,-156.6,170.0,-292.0,0.3,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.1,0.0
463,WR195,Xavier Weaver,WR,ARI,7.1,0.0,22.5,-156.6,170.0,-293.0,0.0,INJURY_RESERVE,vegas,0.0,0.0,0.0,6.0,0.0,3.0,35.0,0.0,0.0
464,WR196,Arian Smith,WR,NYJ,7.1,0.0,22.5,-156.6,170.0,-294.0,3.5,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,3.0,35.0,0.0,0.0
465,RB125,Tyler Goodson,RB,ATL,6.8,0.0,21.8,-156.7,170.0,-295.0,,ACTIVE,vegas,0.0,0.0,0.0,13.0,0.14,2.0,15.0,0.2,0.0
466,TE110,Eric Saubert,TE,SEA,6.8,0.0,22.0,-156.7,170.0,-296.0,8.6,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.19,0.0
467,WR197,Tylan Wallace,WR,CLE,6.8,0.0,21.8,-156.9,170.0,-297.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.43,0.0
468,WR198,Darius Cooper,WR,PHI,6.7,0.0,21.8,-157.0,170.0,-298.0,8.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,37.0,0.0,0.0
469,TE111,Seydou Traore,TE,MIA,6.4,0.0,22.0,-157.1,170.0,-299.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.8
470,WR199,Dante Pettis,WR,BUF,6.4,0.0,22.1,-157.3,170.0,-300.0,,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,3.0,37.0,0.16,0.91
471,TE112,Brevin Jordan,TE,HOU,6.1,0.0,21.3,-157.4,170.0,-301.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0
472,RB126,Dean Connors,RB,,6.0,0.0,21.9,-157.5,,,,,vegas,0.0,0.0,0.0,46.0,0.0,2.0,18.0,0.0,1.2
473,TE113,Jack Velling,TE,,5.7,0.0,21.3,-157.8,,,,,vegas,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0,0.8
474,RB127,Kalel Mullings,RB,TEN,5.6,0.0,20.8,-157.9,170.0,-304.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,20.0,0.0,2.0,16.0,0.0,0.0
475,RB128,Julius Chestnut,RB,TEN,5.6,0.0,20.4,-157.9,170.0,-305.0,,ACTIVE,vegas,0.0,0.0,0.0,20.0,0.0,2.0,16.0,0.0,0.0
476,TE114,Julian Hill,TE,NE,5.6,0.0,21.0,-157.9,170.0,-306.0,0.0,INJURY_RESERVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0
477,RB129,Zavier Scott,RB,MIN,5.3,0.0,21.1,-158.2,170.0,-307.0,0.0,ACTIVE,vegas,0.0,0.0,0.0,21.0,0.0,2.0,15.0,0.42,1.39
478,RB130,Kenny McIntosh,RB,,5.2,0.0,20.3,-158.3,170.0,-308.0,,ACTIVE,vegas,0.0,0.0,0.0,16.0,0.0,2.0,16.0,0.0,0.0
479,RB131,Damien Martinez,RB,GB,5.1,0.0,20.3,-158.4,170.0,-309.0,,ACTIVE,vegas,0.0,0.0,0.0,41.0,0.0,2.0,14.0,0.0,1.2
480,RB132,Tyler Badie,RB,DEN,5.0,0.0,20.8,-158.5,170.1,-309.9,0.4,ACTIVE,vegas,0.0,0.0,0.0,16.0,0.0,4.0,28.0,0.0,1.71
481,TE115,Stone Smartt,TE,PHI,4.9,0.0,20.0,-158.6,170.0,-311.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.39
482,WR200,Jake Bobo,WR,SEA,5.0,0.0,19.9,-158.7,170.0,-312.0,,INJURY_RESERVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.13,0.0
483,WR201,Noah Thomas,WR,,5.0,0.0,20.4,-158.7,,,,,vegas,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,0.8
484,WR202,Trebor Pena,WR,,5.0,0.0,20.1,-158.7,,,,,vegas,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,0.8
485,WR203,Chase Roberts,WR,,5.0,0.0,20.4,-158.7,,,,,vegas,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,0.8
486,WR204,Dane Key,WR,,5.0,0.0,20.0,-158.7,,,,,vegas,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,0.8
487,WR205,Malachi Corley,WR,CLE,4.9,0.0,20.4,-158.8,170.0,-317.0,9.5,ACTIVE,vegas,0.0,0.0,0.0,28.0,0.0,2.0,20.0,0.0,0.95
488,WR206,Dee Eskridge,WR,,4.9,0.0,20.0,-158.8,170.0,-318.0,,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,2.0,23.0,0.0,0.0
489,RB133,Clyde Edwards-Helaire,RB,,4.7,0.0,19.4,-158.8,170.0,-319.0,,ACTIVE,vegas,0.0,0.0,0.0,8.0,0.0,2.37,14.88,0.0,0.0
490,WR207,Xavier Restrepo,WR,TEN,4.8,0.0,19.9,-158.9,170.0,-320.0,,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,2.0,22.0,0.0,0.0
491,WR208,Dont'e Thornton,WR,LV,4.7,0.0,19.9,-159.0,170.0,-321.0,16.1,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0
492,WR209,Dyami Brown,WR,WAS,4.7,0.0,19.8,-159.0,170.0,-322.0,47.0,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,2.0,23.0,0.45,1.43
493,RB134,Antonio Gibson,RB,,4.5,0.0,20.1,-159.0,170.0,-323.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,4.0,0.67,2.0,15.0,0.0,1.69
494,WR210,Dareke Young,WR,LV,4.6,0.0,19.4,-159.1,170.0,-324.0,0.4,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0
495,WR211,Trent Sherfield,WR,BUF,4.6,0.0,19.5,-159.1,170.0,-325.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.12,0.0
496,RB135,Craig Reynolds,RB,WAS,4.4,0.0,19.8,-159.1,170.0,-326.0,,ACTIVE,vegas,0.0,0.0,0.0,8.0,0.0,2.0,16.0,0.0,0.0
497,RB136,Zamir White,RB,SF,4.4,0.0,19.6,-159.1,170.0,-327.0,,ACTIVE,vegas,0.0,0.0,0.0,21.0,0.12,2.0,10.0,0.0,0.73
498,QB36,Carson Beck,QB,ARI,50.9,29.1,74.3,-159.2,169.9,-328.1,29.3,QUESTIONABLE,vegas,778.0,5.0,4.0,38.0,1.0,0.0,0.0,0.0,1.0
499,RB137,Jacardia Wright,RB,SEA,4.3,0.0,19.0,-159.2,170.0,-329.0,,ACTIVE,vegas,0.0,0.0,0.0,8.0,0.0,2.0,15.0,0.0,0.0
500,TE116,Tyler Conklin,TE,DET,4.2,0.0,19.2,-159.3,170.0,-330.0,8.9,ACTIVE,vegas,0.0,0.0,0.0,1.99,0.0,1.0,7.0,0.38,0.0
501,TE117,Cameron Latu,TE,PHI,4.0,0.0,19.1,-159.5,170.0,-331.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0
502,TE118,Chris Manhertz,TE,NYG,4.0,0.0,19.5,-159.5,170.0,-332.0,4.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.29,0.0
503,TE119,Kylen Granson,TE,TEN,4.0,0.0,18.6,-159.5,170.0,-333.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0
504,TE120,Harrison Bryant,TE,,4.0,0.0,18.7,-159.5,170.0,-334.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0
505,TE121,Ian Thomas,TE,LV,4.0,0.0,19.1,-159.5,170.0,-335.0,8.3,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0
506,RB138,Sione Vaki,RB,DET,4.0,0.0,19.2,-159.5,170.0,-336.0,,QUESTIONABLE,vegas,0.0,0.0,0.0,4.0,0.0,2.0,16.0,0.0,0.0
507,TE122,Ben Yurosek,TE,MIN,4.0,0.0,19.0,-159.5,170.0,-337.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0
508,WR212,Ashton Dulin,WR,IND,4.0,0.0,18.8,-159.7,170.0,-338.0,29.9,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,1.0,14.0,0.16,0.0
509,TE123,Drew Ogletree,TE,IND,3.8,0.0,19.2,-159.7,170.0,-339.0,8.8,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.8
510,WR213,Anthony Gould,WR,IND,3.2,0.0,17.3,-160.5,170.0,-340.0,1.4,QUESTIONABLE,vegas,0.0,0.0,0.0,6.0,0.0,1.0,16.0,0.0,0.0
511,RB139,Dylan Laube,RB,LV,3.0,0.0,18.6,-160.5,170.1,-340.9,0.7,ACTIVE,vegas,0.0,0.0,0.0,21.0,0.0,2.0,10.0,0.0,1.07
512,WR214,Skyy Moore,WR,GB,3.0,0.0,17.7,-160.7,170.0,-342.0,0.4,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,1.0,14.0,0.0,0.0
513,WR215,Ricky White,WR,SEA,2.6,0.0,17.6,-161.1,170.0,-343.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.8
514,WR216,Kaden Wetjen,WR,PIT,2.6,0.0,17.4,-161.1,169.9,-344.1,4.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.8
515,TE124,Ko Kieft,TE,TB,2.3,0.0,16.4,-161.2,170.0,-345.0,9.1,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0
516,TE125,Shane Zylstra,TE,BUF,2.3,0.0,17.1,-161.2,170.0,-346.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0
517,WR217,Jordan Watkins,WR,SF,2.4,0.0,17.0,-161.3,170.0,-347.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0
518,WR218,Jacob Cowing,WR,SF,2.4,0.0,16.8,-161.3,170.0,-348.0,1.1,ACTIVE,vegas,0.0,0.0,0.0,7.01,0.0,1.0,7.0,0.0,0.0
519,TE126,Max Bredeson,TE,MIN,2.2,0.0,17.0,-161.3,170.0,-349.0,9.6,ACTIVE,vegas,0.0,0.0,0.0,3.0,0.0,2.0,15.0,0.0,0.8
520,WR219,Gage Larvadain,WR,CLE,2.2,0.0,16.8,-161.5,170.0,-350.0,0.7,ACTIVE,vegas,0.0,0.0,0.0,3.15,0.0,1.0,9.0,0.0,0.0
521,TE127,Feleipe Franks,TE,CAR,1.9,0.0,16.1,-161.6,170.0,-351.0,,ACTIVE,vegas,0.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0
522,TE128,Robert Tonyan,TE,PIT,1.9,0.0,16.3,-161.6,170.0,-352.0,,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0
523,WR220,DeAndre Carter,WR,,1.8,0.0,16.1,-161.9,170.0,-353.0,,ACTIVE,vegas,0.0,0.0,0.0,11.0,0.0,1.0,17.0,0.0,1.0
524,RB140,Jamal Haynes,RB,,1.6,0.0,16.6,-161.9,,,,,vegas,0.0,0.0,0.0,25.0,0.0,1.0,5.0,0.0,1.2
525,WR221,LaJohntay Wester,WR,BAL,1.0,0.0,15.7,-162.7,170.0,-355.0,1.9,ACTIVE,vegas,0.0,0.0,0.0,6.0,0.0,1.0,14.0,0.0,1.0
526,RB141,Donovan Edwards,RB,MIA,-0.3,0.0,14.6,-163.8,170.0,-356.0,,ACTIVE,vegas,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.2
527,QB37,Kirk Cousins,QB,LV,42.0,21.2,63.5,-168.1,169.9,-357.1,45.8,ACTIVE,vegas,639.0,5.0,3.0,6.0,0.97,0.0,0.0,0.0,2.0
528,QB38,Justin Fields,QB,KC,32.7,14.6,51.7,-177.4,169.9,-358.1,10.7,ACTIVE,vegas,363.0,2.0,2.0,102.0,1.0,0.0,0.0,0.0,1.0
529,QB39,Taylen Green,QB,CLE,28.3,10.1,47.5,-181.8,170.0,-359.0,,ACTIVE,vegas,335.0,2.0,2.0,69.0,1.0,0.0,0.0,0.0,1.0
530,QB40,Derek Carr,QB,NO,27.9,10.6,46.3,-182.2,170.0,-360.0,,,vegas,447.0,3.0,2.0,13.0,0.46,0.0,0.0,0.0,1.0
531,QB41,Jameis Winston,QB,NYG,26.1,8.1,45.5,-184.0,169.9,-361.1,8.6,ACTIVE,vegas,214.0,1.0,1.0,13.0,0.71,1.33,44.83,1.46,2.28
532,QB42,Mac Jones,QB,SF,25.9,8.7,44.4,-184.2,170.0,-362.0,8.6,ACTIVE,vegas,423.0,3.0,2.0,18.0,0.19,0.0,0.0,0.0,1.0
533,QB43,Gardner Minshew,QB,ARI,23.5,6.1,41.9,-186.6,170.0,-363.0,7.1,ACTIVE,vegas,394.0,3.0,2.0,22.0,0.0,0.0,0.0,0.0,1.22
534,QB44,Anthony Richardson,QB,IND,22.4,5.8,40.2,-187.7,170.0,-364.0,,ACTIVE,vegas,193.0,1.0,1.0,46.0,1.0,1.94,16.37,0.0,0.75
535,QB45,Will Howard,QB,PIT,20.5,4.8,37.8,-189.6,170.0,-365.0,0.0,ACTIVE,vegas,410.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
536,QB46,Drew Allar,QB,PIT,20.0,4.2,36.7,-190.1,169.9,-366.1,9.5,ACTIVE,vegas,398.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0
537,QB47,Joshua Dobbs,QB,DET,18.5,1.8,36.2,-191.6,169.9,-367.1,8.7,ACTIVE,vegas,195.0,1.0,1.0,16.0,1.45,0.0,0.0,0.0,0.81
538,QB48,Joe Flacco,QB,CIN,17.2,0.0,35.9,-192.9,169.9,-368.1,10.5,ACTIVE,vegas,448.0,3.0,2.0,8.0,0.25,0.0,0.0,0.0,5.51
539,QB49,Cade Klubnik,QB,NYJ,17.0,1.2,33.8,-193.1,170.0,-369.0,8.2,ACTIVE,vegas,400.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,2.5
540,QB50,Riley Leonard,QB,IND,17.0,0.9,33.5,-193.1,170.0,-370.0,9.4,ACTIVE,vegas,196.0,1.0,1.0,16.0,1.38,0.0,0.01,0.0,1.38
541,QB51,J.J. McCarthy,QB,MIN,12.9,0.0,30.0,-197.2,169.7,-371.3,39.8,QUESTIONABLE,vegas,213.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,2.84
542,QB52,Davis Mills,QB,HOU,12.7,0.0,27.9,-197.4,170.0,-372.0,8.4,ACTIVE,vegas,211.0,1.0,1.0,6.0,0.28,0.0,0.0,0.0,0.0
543,QB53,Quinn Ewers,QB,MIA,12.4,0.0,27.4,-197.7,170.0,-373.0,7.3,ACTIVE,vegas,195.0,1.0,1.0,16.0,0.0,0.98,0.02,0.0,0.0
544,QB54,Tyrod Taylor,QB,GB,12.0,0.0,28.0,-198.1,170.0,-374.0,9.2,ACTIVE,vegas,205.0,1.0,1.0,17.0,0.24,0.0,0.0,0.0,0.69
545,QB55,Trey Lance,QB,LAC,11.9,0.0,27.8,-198.2,170.0,-375.0,9.4,ACTIVE,vegas,183.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,0.88
546,QB56,Tyler Huntley,QB,BAL,11.7,0.0,27.7,-198.4,170.0,-376.0,8.7,ACTIVE,vegas,182.0,1.0,1.0,24.0,0.34,0.0,0.0,0.0,1.01
547,QB57,Marcus Mariota,QB,WAS,11.7,0.0,28.3,-198.4,170.0,-377.0,10.2,QUESTIONABLE,vegas,188.0,1.0,1.0,26.0,0.61,0.0,0.0,0.0,2.05
548,QB58,Tyson Bagent,QB,CHI,11.5,0.0,26.4,-198.6,170.0,-378.0,10.1,QUESTIONABLE,vegas,195.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
549,QB59,Tommy DeVito,QB,NE,11.4,0.0,26.8,-198.7,169.9,-379.1,10.3,ACTIVE,vegas,202.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
550,QB60,Carson Wentz,QB,MIN,11.4,0.0,26.9,-198.7,170.0,-380.0,,ACTIVE,vegas,221.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
551,QB61,Tanner McKee,QB,PHI,11.4,0.0,26.7,-198.7,170.0,-381.0,9.5,ACTIVE,vegas,198.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
552,QB62,Jimmy Garoppolo,QB,LAR,11.3,0.0,26.3,-198.8,170.0,-382.0,,ACTIVE,vegas,218.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
553,QB63,Jarrett Stidham,QB,DEN,11.2,0.0,26.6,-198.9,170.0,-383.0,10.4,ACTIVE,vegas,198.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
554,QB64,Kyle Allen,QB,BUF,11.0,0.0,26.0,-199.1,170.0,-384.0,8.1,ACTIVE,vegas,195.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
555,QB65,Nick Mullens,QB,JAX,11.0,0.0,26.5,-199.1,170.0,-385.0,10.3,ACTIVE,vegas,211.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
556,QB66,Mitchell Trubisky,QB,TEN,10.9,0.0,26.0,-199.2,170.0,-386.0,7.8,QUESTIONABLE,vegas,186.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
557,QB67,Dillon Gabriel,QB,CLE,10.9,0.0,26.5,-199.2,170.0,-387.0,,ACTIVE,vegas,189.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
558,QB68,Clayton Tune,QB,,10.8,0.0,26.3,-199.3,170.0,-388.0,,ACTIVE,vegas,195.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.31
559,QB69,Teddy Bridgewater,QB,DET,10.6,0.0,25.6,-199.5,170.0,-389.0,0.0,ACTIVE,vegas,202.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
560,QB70,Jalen Milroe,QB,SEA,10.0,0.0,26.2,-200.1,170.0,-390.0,,ACTIVE,vegas,164.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,1.41
561,QB71,Joe Milton,QB,DAL,10.0,0.0,26.2,-200.1,169.9,-391.1,0.0,ACTIVE,vegas,195.0,1.0,1.0,16.0,0.49,0.0,0.0,0.0,2.15
562,QB72,Mason Rudolph,QB,PIT,8.5,0.0,24.3,-201.6,170.0,-392.0,0.0,ACTIVE,vegas,202.0,1.0,1.0,6.0,0.12,0.0,0.0,0.0,1.46
563,QB73,Ty Simpson,QB,LAR,7.6,0.0,23.5,-202.5,169.9,-393.1,10.0,ACTIVE,vegas,218.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,2.5
564,QB74,Diego Pavia,QB,,6.5,0.0,22.6,-203.6,,,,,vegas,183.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,2.5
565,QB75,Andy Dalton,QB,PHI,6.5,0.0,21.8,-203.6,170.0,-395.0,,ACTIVE,vegas,208.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.17
566,QB76,Spencer Rattler,QB,NO,5.5,0.0,21.7,-204.6,170.0,-396.0,9.0,ACTIVE,vegas,202.0,1.0,1.0,16.0,0.0,0.61,0.0,0.0,3.41
567,QB77,Will Levis,QB,TEN,-5.2,0.0,12.3,-215.3,170.0,-397.0,,ACTIVE,vegas,205.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,8.44
568,DST1,LAR,DST,LAR,116.0,92.8,139.2,20.0,105.7,-462.3,121.9,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,DST2,HOU,DST,HOU,114.0,91.2,136.8,18.0,87.8,-481.2,131.1,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,DST3,SEA,DST,SEA,113.0,90.4,135.6,17.0,109.2,-460.8,120.8,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,K1,Brandon Aubrey,K,DAL,116.0,92.8,139.2,13.0,87.0,-484.0,171.7,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,DST4,PHI,DST,PHI,108.0,86.4,129.6,12.0,135.7,-436.3,106.8,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,K2,Ka'imi Fairbairn,K,HOU,113.0,90.4,135.6,10.0,133.4,-439.6,157.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,DST5,DEN,DST,DEN,106.0,84.8,127.2,10.0,97.9,-476.1,130.7,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,K3,Cam Little,K,JAX,112.0,89.6,134.4,9.0,140.0,-435.0,146.9,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,DST6,BAL,DST,BAL,105.0,84.0,126.0,9.0,133.2,-442.8,118.6,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,K4,Jason Myers,K,SEA,111.0,88.8,133.2,8.0,118.4,-458.6,158.5,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,K5,Will Reichard,K,MIN,109.0,87.2,130.8,6.0,166.9,-411.1,142.2,ACTIVE,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,DST7,DET,DST,DET,102.0,81.6,122.4,6.0,152.4,-426.6,107.8,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,DST8,NE,DST,NE,101.0,80.8,121.2,5.0,150.2,-429.8,100.3,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,DST9,MIN,DST,MIN,101.0,80.8,121.2,5.0,168.7,-412.3,74.3,,vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
